YMD,T0000,T0015,T0030,T0045,T0100,T0115,T0130,T0145,T0200,T0215,T0230,T0245,T0300,T0315,T0330,T0345,T0400,T0415,T0430,T0445,T0500,T0515,T0530,T0545,T0600,T0615,T0630,T0645,T0700,T0715,T0730,T0745,T0800,T0815,T0830,T0845,T0900,T0915,T0930,T0945,T1000,T1015,T1030,T1045,T1100,T1115,T1130,T1145,T1200,T1215,T1230,T1245,T1300,T1315,T1330,T1345,T1400,T1415,T1430,T1445,T1500,T1515,T1530,T1545,T1600,T1615,T1630,T1645,T1700,T1715,T1730,T1745,T1800,T1815,T1830,T1845,T1900,T1915,T1930,T1945,T2000,T2015,T2030,T2045,T2100,T2115,T2130,T2145,T2200,T2215,T2230,T2245,T2300,T2315,T2330,T2345,最高温度℃,最低温度℃平均温度℃相对湿度(平均),,,降雨量（mm）
20141123,5620.602784,5529.970912,5441.773792,5412.497536,5330.752192,5258.004064,5216.791552,5166.302944,5107.291072,5070.86128,5004.87904,4986.093952,4952.585344,4903.382464,4879.568608,4845.157696,4804.44064,4772.88112,4745.489248,4728.030112,4710.70096,4709.370112,4710.430912,4725.654496,4718.583424,4732.508128,4707.294016,4778.04016,4830.124384,4906.234816,4993.032352,5158.457536,5507.848768,6039.012352,6259.316896,6408.672832,6512.707168,6595.366528,6678.644704,6760.297696,6824.770912,6905.822464,6961.884064,6980.847808,7016.812672,7039.316416,6947.589088,6677.163424,6079.662784,5639.994016,5584.617856,5581.763104,5584.044064,5658.954496,5914.086688,6346.608448,6429.770272,6521.733472,6548.506528,6571.563904,6600.796096,6621.834016,6655.510048,6710.472352,6745.667488,6827.19856,6870.471232,6832.157536,6793.309888,6764.509888,6520.231072,6375.29824,6438.028768,6429.327328,6456.148768,6434.370112,6373.677856,6344.369728,6311.313472,6253.922464,6195.692032,6238.81984,6259.116256,6241.998016,6208.977856,6190.818016,6160.82032,6098.19856,6010.425664,5922.536896,5773.48144,5606.186368,5407.850272,5230.325344,5076.852832,4930.908928,28.5,19.2,23.1,75,0
20141124,4815.989728,4751.365984,4688.707648,4655.784064,4594.674016,4542.89872,4512.928768,4466.731072,4420.355776,4408.010272,4397.492512,4360.291552,4330.608448,4298.988448,4288.425664,4254.582784,4248.127648,4244.527168,4228.990912,4218.0616,4226.22112,4253.13952,4282.757536,4328.868928,4371.508288,4454.809888,4557.0016,4743.722464,4897.894336,5126.063584,5356.617376,5822.950912,6747.42016,7870.175296,8289.88,8511.06064,8679.205024,8842.410592,8936.914336,9041.905984,9104.913472,9168.829408,9244.770592,9264.512512,9263.334016,9252.7,9079.252192,8678.264704,7675.570912,6902.047168,6882.7816,6862.867648,6949.634656,7159.090048,7794.417856,8591.13808,8779.910272,8993.193472,9037.870912,9104.850592,9149.794336,9197.929408,9242.291872,9316.853152,9363.889408,9430.087168,9447.367168,9385.61872,9271.183744,9108.81808,8517.31936,8128.129408,8197.070272,8385.412192,8597.365024,8848.411552,8893.417216,8887.990912,8839.184704,8738.08,8592.34192,8573.085664,8555.74192,8464.530592,8318.14192,8162.322784,8043.505024,7836.035296,7623.112192,7429.31968,7204.268608,6919.331392,6660.515296,6399.036736,6184.064704,5983.50016,28.5,19.4,23.4,75,0
20141125,5833.593952,5757.724384,5686.549408,5634.467968,5576.250112,5545.542784,5498.322784,5453.512672,5419.191232,5384.510272,5347.8184,5322.368608,5282.612992,5241.426688,5232.344224,5220.103744,5201.830912,5176.266208,5145.107968,5156.745664,5141.008768,5152.42,5169.736096,5207.387008,5230.694176,5317.93984,5376.545344,5508.736576,5625.975616,5793.481984,5983.594816,6311.717056,7181.874016,8226.272512,8596.027168,8812.873792,8956.697536,9063.763744,9123.205024,9220.328128,9274.817536,9320.235616,9399.930592,9396.210592,9387.049408,9360.544384,9181.854976,8711.485984,7664.530048,6905.771392,6874.384864,6874.8784,6988.122784,7183.343584,7835.553952,8670.90064,8861.992192,9059.47936,9103.351552,9148.808128,9185.334016,9237.903424,9292.197856,9337.811872,9409.069408,9462.94096,9456.790048,9430.793152,9325.270048,9133.04032,8546.573152,8127.78064,8205.545344,8394.774976,8618.590048,8881.602784,8910.90064,8906.213152,8859.017536,8761.994656,8597.230048,8561.722144,8538.971872,8466.542464,8320.694656,8197.810912,8027.214976,7833.051232,7651.248448,7456.17856,7247.871232,6998.53888,6714.877216,6467.708608,6237.389728,6062.97904,27.7,19.5,23.4,79,0
20141126,5895.070912,5810.97856,5742.20128,5680.23808,5608.415776,5580.770272,5530.328128,5500.652992,5458.436416,5414.086048,5376.230752,5328.109888,5302.1584,5263.134496,5260.097536,5234.463424,5205.670912,5181.627328,5161.51936,5164.427008,5157.146368,5146.7392,5182.306048,5206.869088,5205.795616,5323.78096,5368.193632,5506.008928,5641.33888,5785.072672,5975.350048,6362.822944,7289.452192,8220.16192,8584.664704,8781.325024,8893.854016,9006.267808,9073.710592,9157.651552,9205.227808,9251.689408,9321.37936,9333.65968,9324.811552,9316.252192,9124.945024,8667.237856,7647.108928,6897.409888,6875.763424,6864.751072,6949.047328,7142.245024,7752.316576,8570.587168,8765.51968,8968.29808,9030.654976,9072.183424,9103.962784,9177.26128,9225.646528,9283.365664,9336.814336,9385.943104,9395.15968,9375.185344,9279.207808,9102.656896,8491.206208,8114.895616,8152.036576,8307.64096,8518.087168,8749.249408,8771.435296,8793.670912,8734.493152,8634.206848,8464.27936,8427.35968,8405.02192,8329.882144,8186.987488,8046.054016,7926.232672,7730.332672,7527.002464,7333.524064,7170.672352,6889.0384,6607.747168,6358.42144,6129.070912,5956.78,26.8,19,22.5,76,0
20141127,5788.570912,5718.984544,5629.704064,5593.751392,5533.145344,5493.85936,5465.233312,5426.204704,5368.56016,5353.137856,5310.128608,5284.769248,5241.81952,5207.326048,5196.609568,5178.622624,5160.853792,5129.909728,5124.896896,5091.3016,5100.215296,5121.168928,5125.073632,5179.08112,5209.326688,5277.235936,5315.992672,5462.157856,5569.083424,5742.678016,5928.513472,6322.906048,7232.44096,8193.086848,8554.069408,8778.896896,8931.976576,9046.470592,9103.092832,9174.457216,9218.372512,9271.151872,9327.896896,9356.023744,9355.335616,9334.12192,9114.814336,8691.911872,7651.490272,6894.264064,6860.965984,6861.442144,6939.75904,7170.144064,7731.474016,8612.16064,8791.570912,9007.95808,9063.625024,9093.971872,9159.512512,9198.108448,9240.266848,9288.52,9355.30192,9401.874016,9414.708448,9363.611872,9259.115296,9096.269728,8485.847488,8103.346528,8126.235616,8328.750592,8531.104384,8763.597856,8802.949408,8789.548768,8750.71936,8640.847168,8476.457536,8467.466848,8454.895936,8371.935616,8221.809088,8092.169728,7949.065984,7777.556416,7599.637216,7401.048448,7164.102784,6878.377216,6642.377536,6378.985024,6158.306368,5959.053472,27.7,19.7,23,76,0
20141128,5813.09968,5729.072992,5671.233472,5615.223424,5533.776256,5501.332672,5475.685984,5438.134816,5393.336416,5359.534816,5312.731552,5290.203904,5256.309088,5227.945984,5205.393472,5207.363584,5168.684704,5142.735136,5120.229088,5135.530432,5120.31808,5133.26032,5156.78128,5186.59984,5208.663904,5277.05968,5333.52112,5463.325024,5587.616416,5724.784864,5936.066368,6318.223264,7232.545024,8205.855616,8591.4016,8818.196896,8962.570048,9072.912832,9156.131872,9261.608128,9304.944064,9358.83808,9421.084384,9444.823744,9434.529088,9406.592512,9189.589408,8779.96,7697.877856,6969.76096,6948.063424,6952.732192,7032.682144,7235.631232,7798.204864,8651.714656,8861.662144,9064.554976,9115.527808,9152.7616,9198.197536,9212.066848,9277.427488,9341.265664,9373.466848,9424.668448,9453.63808,9442.331872,9296.973472,9114.952192,8547.396256,8112.72064,8153.492512,8310.484384,8524.792192,8765.876896,8809.009408,8816.163424,8743.268128,8665.868128,8503.292512,8452.08064,8406.95968,8359.422784,8217.33808,8095.084384,7956.844864,7798.933792,7623.55888,7435.13968,7251.293632,7003.047328,6780.886048,6495.385984,6295.222144,6094.990432,26.9,21.6,23.6,80,0
20141129,5936.822944,5843.00176,5758.672192,5712.702304,5631.445024,5578.952512,5552.552512,5516.088448,5463.25984,5415.809248,5382.556576,5348.8384,5308.090048,5262.686368,5231.032672,5225.265664,5202.262144,5184.850912,5154.95872,5142.052192,5138.516416,5152.746688,5176.155136,5162.392192,5179.447168,5226.79936,5233.793632,5300.037856,5405.522944,5576.154016,5744.39968,6094.915936,6881.149888,7895.313472,8201.846848,8408.988448,8530.49872,8655.408448,8719.674976,8845.32064,8894.216896,8953.602784,9028.402144,9057.151552,9052.14064,9045.714976,8832.776896,8442.529408,7439.974816,6741.188608,6743.337376,6732.273952,6787.474816,6978.64,7477.066048,8273.871232,8475.624064,8610.623104,8633.866528,8679.7216,8698.424704,8710.515616,8729.268448,8768.434336,8805.330592,8856.33808,8850.627808,8799.834976,8650.05808,8484.550048,7956.850048,7645.212832,7629.452512,7701.876256,7805.082784,7889.935936,7872.850048,7873.025344,7814.847808,7726.523584,7562.963584,7546.006048,7528.303744,7443.002464,7342.37968,7275.896416,7177.313632,7054.625344,6945.157216,6816.613792,6690.507808,6488.21968,6303.9184,6074.01856,5881.766368,5725.19872,28.2,22.6,24.8,81,0
20141130,5592.311872,5491.485184,5421.563104,5355.302944,5277.167488,5219.304064,5167.630048,5107.786048,5054.93872,5022.788128,4976.155936,4911.827488,4880.722144,4848.1984,4811.662624,4791.738016,4751.815456,4732.009408,4685.249248,4680.231712,4653.149728,4642.335616,4634.965504,4634.5816,4609.43824,4620.292192,4587.85984,4615.983424,4641.30064,4718.546848,4735.523104,4838.627008,5130.77872,5576.785984,5779.612672,5873.244064,5996.189728,6109.022944,6155.504224,6281.004064,6351.308608,6451.24,6500.69872,6539.74096,6569.433952,6592.187488,6516.368608,6314.370112,5819.13808,5407.429408,5360.514016,5323.77904,5319.673312,5389.134496,5571.462304,5927.743744,6001.227328,6089.268448,6094.492192,6108.30016,6127.863424,6160.936576,6182.650048,6221.062624,6257.567488,6320.594656,6361.492672,6335.337856,6307.642144,6290.347648,6171.38176,6116.677216,6152.07952,6129.1216,6099.04096,6049.230592,6013.034656,5957.793952,5944.777216,5892.1,5801.549248,5832.585184,5843.173792,5819.997376,5802.604384,5772.451072,5728.44016,5672.63968,5581.702624,5488.837216,5359.672192,5190.009088,5035.4008,4860.695296,4724.98144,4580.90128,28.3,23,25.2,82,0
20141201,4478.346208,4398.448288,4342.848928,4266.29872,4196.548288,4130.90128,4079.309728,4051.197568,4006.698016,3961.079488,3908.503264,3881.48944,3822.867616,3793.115776,3792.021952,3758.044864,3749.051872,3747.711232,3723.242944,3734.371072,3731.233024,3732.310048,3755.303872,3807.911872,3846.29008,3945.655456,4033.08016,4167.915136,4340.232832,4574.033152,4833.115936,5243.382784,6159.910912,7186.323424,7581.27904,7833.897856,8009.951872,8161.436896,8253.631552,8381.088448,8430.12064,8493.485344,8542.765024,8594.407168,8582.149408,8588.59936,8411.4784,8029.575616,7132.769728,6380.997856,6286.32064,6293.79904,6318.091552,6488.662624,7064.530048,7743.174016,7934.951392,8070.785344,8105.289088,8145.612832,8192.984704,8240.150272,8284.528768,8359.08064,8412.647488,8483.005024,8506.453792,8519.517856,8454.62032,8350.666528,7889.165344,7513.370272,7599.248608,7702.291552,7890.38032,8126.642464,8133.11968,8139.86128,8092.71808,8020.55968,7875.372832,7860.631072,7860.982144,7782.75904,7642.386208,7524.706048,7348.548448,7202.143744,7013.077216,6834.367648,6602.30032,6370.837696,6150.292672,5890.749088,5702.471392,5506.735936,25.6,16.5,19.9,70,0.3
20141202,5348.463424,5295.871552,5198.530912,5175.368608,5140.35904,5098.535776,5065.295296,5025.28192,4986.75856,4940.684224,4898.332672,4882.676416,4842.277216,4806.410272,4823.604064,4813.917856,4791.834016,4767.744064,4753.677376,4733.876896,4763.87872,4759.517536,4767.694336,4814.431072,4841.707648,4926.168928,4984.217056,5119.885984,5296.31872,5504.071552,5713.094176,6052.594336,6935.536576,7813.254976,8158.83808,8360.830048,8491.98064,8599.267168,8688.653152,8755.151872,8821.26064,8853.209728,8917.54192,8944.516576,8932.67968,8900.828128,8722.835296,8314.737856,7303.637536,6565.797376,6509.272192,6483.811072,6559.183744,6740.855296,7357.677856,8099.723104,8271.002464,8428.294336,8467.811872,8515.928128,8556.603424,8618.79904,8671.290592,8733.073792,8809.29808,8905.987168,8955.685984,8948.795296,8851.748128,8734.427488,8224.80064,7891.492192,7889.152192,8019.777856,8215.20064,8426.404384,8469.568768,8498.993152,8417.762464,8364.062464,8190.934336,8188.930912,8179.95808,8087.89936,7959.291232,7809.317536,7656.173632,7449.749728,7257.47872,7052.427328,6842.675296,6595.97968,6345.470272,6087.190912,5850.48016,5661.547168,16.5,12.4,13.9,82,3.6
20141203,5511.622144,5419.482784,5360.125504,5316.625024,5288.807488,5248.597696,5212.571872,5175.136576,5147.66032,5120.041984,5081.009728,5052.08032,4987.873312,4981.474336,4966.622944,4941.067168,4917.46048,4901.315296,4882.16032,4885.97968,4874.905504,4918.005184,4936.548928,4948.923424,4977.181984,5093.68,5144.484544,5286.843424,5447.404864,5673.095296,5866.20112,6184.890112,6971.503744,7909,8273.65936,8479.348768,8567.502784,8678.97904,8745.38032,8836.17808,8884.142464,8932.103104,8968.24,9002.762464,8975.747488,8939.545984,8764.166848,8351.787808,7330.466368,6599.002144,6535.557856,6496.694656,6566.592352,6746.988928,7360.693792,8099.065024,8293.502464,8474.050912,8522.43808,8548.84,8587.685344,8640.684064,8700.822784,8772.25936,8831.516896,8890.312192,8956.04032,8970.071872,8881.586848,8769.206848,8283.794656,7883.103424,7904.86,8036.003104,8201.644384,8416.575616,8454.893152,8477.633152,8422.044064,8327.387488,8185.190272,8175.13936,8151.197536,8112.28192,8008.794976,7874.355136,7727.074816,7559.613952,7364.687488,7201.731232,6976.0384,6747.177856,6486.882304,6235.687168,5991.809248,5797.234816,17.9,12.8,15.1,92,6
20141204,5638.727488,5533.10032,5450.10064,5397.547648,5340.52144,5302.768768,5277.608608,5240.726848,5191.19872,5184.550912,5140.654336,5082.535936,5079.77968,5036.689408,5027.990272,5015.245504,4993.027168,4982.550112,4970.69872,4969.065664,4949.853952,4974.062944,4979.896576,5023.683424,5057.570272,5142.536416,5209.78144,5347.38064,5488.724704,5725.084864,5946.070912,6281.606848,7080.408928,8043.745984,8347.710592,8537.070592,8666.867488,8771.430592,8836.68064,8928.184384,8974.483744,9026.985664,9053.324704,9073.794976,9056.79808,9057.425344,8859.715936,8458.24,7364.92,6723.022144,6658.843744,6630.535936,6682.508608,6870.067648,7395.916096,8180.625664,8370.99904,8527.794016,8562.662464,8586.552832,8623.406848,8670.530272,8736.266848,8820.428128,8868.08128,8959.13968,9000.985024,9001.533472,8913.893152,8796.685024,8319.968128,7952.06128,8018.677216,8177.485024,8385.062464,8607.726208,8621.95936,8650.327168,8591.782144,8507.709088,8346.736576,8350.687168,8338.96192,8264.494336,8130.343744,8034.328768,7930.949728,7709.483584,7505.502304,7301.793952,7088.972512,6828.950272,6560.2,6257.150272,6030.727648,5819.37904,16.7,10,13.4,79,8.4
20141205,5659.417216,5548.576576,5467.853152,5428.149088,5371.402144,5327.233792,5293.672192,5259.416896,5225.388448,5182.39984,5144.988448,5120.767168,5074.51984,5063.782144,5048.051872,5043.77824,5014.896256,4985.785984,4978.743424,4961.954176,4948.36096,4977.922144,4984.463584,5031.524224,5063.004544,5142.232672,5235.92176,5369.243104,5519.574976,5728.28128,5942.872192,6275.97856,7064.12128,8046.288448,8338.625344,8561.97808,8698.55968,8799.325024,8882.69872,8955.291232,8976.173152,9001.390048,9076.397536,9103.157536,9090.114016,9062.890048,8882.77936,8483.242144,7483.862464,6701.110912,6662.903584,6613.593952,6687.089728,6855.9616,7393.417696,8176.995616,8349.46,8520.776896,8559.005344,8592.337216,8609.42032,8654.577856,8693.614336,8784.077536,8819.155936,8896.874656,8918.011552,8912.497216,8787.112192,8656.00192,8121.015616,7784.728768,7864.767328,8088.817216,8261.103424,8526.007168,8550.93808,8596.165024,8541.850048,8448.595936,8289.28192,8248.747168,8256.506848,8185.2784,8076.4384,7979.512672,7841.072512,7682.893792,7517.183584,7349.296576,7152.811552,6900.576256,6647.406208,6350.327008,6106.869088,5900.725504,18,11.6,14,48,0
20141206,5738.546848,5627.302144,5528.748448,5476.062304,5378.266048,5331.072352,5306.070592,5273.271232,5207.004064,5179.362304,5143.282144,5103.40096,5063.844064,5027.913952,5012.034976,5012.143744,4977.951232,4947.311392,4942.342144,4922.643424,4893.151072,4875.327808,4895.968288,4888.913632,4944.493312,5008.050112,5052.730912,5150.69872,5268.631552,5487.586048,5702.545504,6031.15888,6787.692352,7684.297216,7980.597376,8184.075616,8308.653472,8437.271872,8471.965984,8559.083104,8599.58128,8647.144384,8693.04064,8742.8416,8740.089088,8711.108128,8545.630912,8149.085344,7188.92032,6472.42,6428.334496,6429.603424,6450.431392,6654.9016,7144.712512,7908.42112,8007.637216,8148.79936,8162.53936,8191.696576,8214.071872,8261.067808,8301.23872,8354.935936,8429.322784,8488.0216,8493.57808,8501.314336,8404.129408,8259.19936,7793.911552,7452.695296,7472.034976,7586.493952,7686.09856,7806.156256,7779.95872,7762.66144,7705.805344,7583.172832,7450.469728,7436.677216,7437.375136,7373.126368,7261.145344,7212.106528,7158.888928,7017.402784,6951.432832,6812.943904,6681.72112,6513.64096,6286.696096,6041.645344,5817.25888,5652.662464,19.2,12.4,15.2,55,0
20141207,5508.713632,5418.211552,5321.762464,5245.286848,5170.790272,5080.336096,5038.074016,4994.87968,4950.3784,4912.510432,4863.99904,4813.552192,4793.365984,4745.033152,4723.470592,4697.363584,4673.446528,4640.982784,4617.730912,4594.285984,4601.502784,4603.111552,4613.994016,4584.390112,4617.082144,4638.351232,4642.045504,4659.791392,4699.64032,4806.175936,4907.213152,5030.207488,5326.623904,5863.232992,6063.144064,6217.188448,6346.55824,6409.597216,6517.428928,6590.826208,6649.443424,6737.483584,6825.01984,6841.784704,6888.274816,6897.6784,6801.58096,6598.193632,6018.596896,5593.233472,5537.664544,5501.656576,5510.111392,5584.683904,5825.287648,6165.031552,6247.889728,6306.832192,6330.136096,6334.777216,6355.01824,6392.711872,6429.74032,6479.652352,6557.074816,6641.914816,6678.263584,6729.289888,6720.483424,6705.264064,6541.79968,6450.831232,6462.331552,6437.707168,6420.183424,6385.202464,6328.801984,6258.886048,6232.278016,6182.594656,6124.736416,6166.074976,6195.663904,6166.129408,6166.333312,6129.210112,6091.311712,6015.97936,5929.95904,5833.267168,5700.097216,5498.708128,5310.9208,5120.925184,4956.284704,4788.552352,16.8,13.4,14.7,76,0.7
20141208,4677.20176,4620.234496,4532.812192,4496.65888,4430.537536,4390.562464,4347.132832,4305.888928,4269.38176,4242.55984,4204.366048,4182.126208,4137.054496,4132.675936,4103.154976,4095.190048,4085.868448,4071.406048,4073.033824,4067.563744,4064.904544,4096.575616,4125.328768,4158.905344,4212.79888,4324.930912,4419.056416,4561.2808,4785.55888,5086.928128,5377.209088,5771.047168,6661.811392,7683.33856,8047.390048,8288.145664,8417.68192,8512.769728,8590.550272,8696.105344,8764.163104,8809.744384,8867.869408,8899.703104,8885.288128,8866.12,8724.176896,8307.168448,7351.447168,6577.254016,6486.585184,6471.210112,6505.58128,6708.374656,7252.50016,8064.457216,8242.523104,8422.487488,8475.116896,8484.10192,8520.808768,8596.19872,8636.089408,8686.508128,8735.84032,8808.653152,8828.696896,8810.651872,8721.170272,8584.632832,8042.388448,7768.655296,7835.702464,8033.015296,8232.930592,8476.572832,8526.812512,8549.89936,8485.127488,8386.906528,8260.467808,8257.214656,8251.466848,8186.911552,8067.535936,7941.836416,7802.911552,7647.663424,7455.933472,7260.6184,7040.002624,6774.712672,6503.327488,6211.742944,5988.309568,5777.912512,19.6,11.9,14.9,81,3.2
20141209,5600.313472,5515.17904,5428.56112,5368.870048,5313.452992,5276.88112,5250.34096,5174.747968,5143.305184,5118.965344,5103.322144,5049.777856,5025.010912,5007.134656,4973.545984,4961.110912,4939.872832,4927.00096,4905.53872,4889.382784,4891.496416,4913.073952,4931.675776,4957.430272,4990.672192,5086.288288,5161.263424,5294.005024,5461.776256,5681.24032,5844.393952,6202.16032,6892.317856,7926.556096,8273.943424,8494.804384,8610.25936,8720.051872,8775.010912,8835.30064,8892.16192,8919.814336,9003.49936,9011.366848,8984.897536,8961.16096,8746.887808,8333.924704,7286.052352,6593.417536,6553.674016,6525.586048,6609.173632,6808.349728,7382.757856,8133.442144,8325.11968,8479.331872,8541.713152,8554.00096,8595.826528,8660.732512,8690.848768,8765.708128,8838.33808,8900.031232,8945.62096,8928.04096,8821.674976,8674.47904,8168.883424,7771.409728,7832.311552,8065.602784,8282.244064,8494.962784,8530.103104,8548.803424,8483.652832,8398.584064,8289.391552,8283.003424,8278.042144,8226.46192,8131.882144,8014.514656,7894.329088,7665.451072,7492.427488,7301.647648,7081.346368,6823.12096,6575.343904,6271.344064,6049.837216,5838.94096,22.7,15.4,18.2,64,0
20141210,5659.310272,5591.435296,5514.685504,5446.128448,5403.753472,5348.667808,5315.927488,5274.771712,5234.60032,5192.5408,5165.364064,5149.712992,5107.607968,5079.26176,5044.346368,5032.688608,5004.207328,4979.54128,4972.110112,4957.948288,4970.637376,4979.015296,4973.86144,5016.725344,5058.657856,5165.38144,5243.682784,5348.269408,5532.102784,5768.366368,5931.072832,6260.165344,7035.316096,8009.66032,8342.95936,8550.328768,8646.7816,8759.650048,8811.977536,8867.584384,8935.265344,8981.029408,9027.296896,9039.853792,9009.506848,8983.886848,8810.364064,8414.410912,7463.771392,6657.5416,6603.423904,6576.6016,6641.948608,6837.123904,7387.616416,8217.664384,8378.77936,8540.796256,8621.432512,8645.107168,8652.615616,8696.524384,8756.909728,8829.272512,8881.67872,8968.006528,8972.111872,8983.957216,8857.524064,8745.656896,8153.756896,7876.405024,7924.905184,8078.909728,8261.394016,8529.711232,8539.544704,8563.865344,8484.686848,8421.328768,8266.350592,8214.728128,8220.655936,8186.486848,8056.58032,7959.923584,7803.06112,7636.6216,7483.111072,7290.657376,7102.291552,6800.433952,6559.686208,6300.327808,6038.942464,5845.230112,23.1,16.2,19.4,66,0
20141211,5662.135936,5580.949888,5517.326368,5477.869888,5411.350912,5375.427808,5335.942624,5271.86032,5255.390272,5214.809728,5197.792672,5162.609248,5124.872992,5086.97824,5070.112192,5058.977536,5015.332672,5017.887328,5000.705344,4986.843904,4971.811552,4996.83904,5016.132352,5054.476576,5070.942784,5172.897856,5247.805984,5348.877856,5539.769728,5746.543264,5917.977376,6283.574176,7083.25888,8022.771232,8320.330048,8514.468448,8639.011552,8737.28128,8767.60192,8850.0616,8894.651872,8926.485664,8978.291872,9023.353792,8976.713152,8956.469728,8768.027488,8369.934976,7364.045344,6617.396416,6547.654816,6523.13968,6612.492352,6816.010912,7358.703904,8182.643104,8327.414656,8517.293152,8570.350912,8586.575296,8595.975616,8664.94096,8710.506208,8747.705344,8821.745344,8887.253152,8909.530912,8894.388448,8794.36192,8682.78064,8217.017536,7811.908768,7889.944864,8087.536576,8275.631872,8520.27808,8548.593472,8568.727168,8542.673152,8444.977216,8307.523744,8287.707808,8277.274336,8187.171232,8078.194336,7973.562784,7862.331232,7653.190912,7470.0616,7285.389088,7050.36112,6789.903904,6518.982304,6272.03872,6018.907168,5802.9016,20.1,15.3,17.1,60,0
20141212,5654.862304,5570.870272,5481.502624,5438.56144,5369.427808,5329.712512,5297.871232,5256.426208,5211.192832,5179.605664,5157.794656,5130.88192,5092.644064,5060.911552,5025.496096,5017.822624,4991.182144,4969.78144,4956.332032,4964.296576,4967.837056,4971.910432,4991.89888,5038.410112,5085.564064,5185.171552,5247.08128,5355.750592,5531.772832,5765.022304,5975.650048,6329.3392,7121.523904,8086.254016,8372.903104,8566.651552,8639.736256,8742.244384,8813.464384,8913.01936,8942.175616,8972.484064,9029.123104,9060.282784,9044.771872,9022.031872,8847.75904,8437.682464,7403.5984,6654.026368,6589.773472,6562.417216,6652.062304,6840.57904,7381.483744,8164.174336,8338.42,8477.264704,8519.35936,8547.842464,8594.463424,8622.312832,8654.463424,8734.737856,8793.250912,8868.897856,8922.350272,8914.674976,8793.65968,8672.545024,8155.635616,7820.316256,7927.231552,8127.567808,8332.406848,8572.68064,8574.10192,8597.8384,8553.197536,8466.202144,8334.75904,8320.976896,8302.052512,8230.405024,8128.707808,8014.853152,7890.871072,7732.912192,7556.643904,7390.791232,7173.802144,6944.007328,6675.987328,6379.570912,6134.268448,5904.883744,16.6,11,13.1,52,0
20141213,5727.865984,5638.527328,5515.09888,5458.417216,5390.46016,5349.45808,5318.412352,5254.529728,5225.503744,5208.644224,5162.051392,5135.224864,5087.6584,5069.526688,5043.343264,5040.593152,5007.144064,4979.307808,4943.933632,4923.764224,4918.45984,4934.248768,4953.410752,4961.975296,4979.565184,5067.765184,5091.81856,5190.414016,5320.327168,5591.495296,5744.49904,6066.345184,6880.03984,7720.99888,8006.693152,8220.057856,8322.575296,8436.149728,8501.015296,8568.27808,8630.969728,8667.190912,8714.685664,8736.894016,8717.17936,8710.035616,8552.012512,8135.555296,7197.1,6483.045184,6439.143904,6413.312512,6446.043424,6629.637856,7116.151072,7831.80112,8012.487808,8164.470592,8196.649408,8189.303104,8204.65936,8234.010592,8277.657856,8341.028128,8398.503424,8445.235936,8455.506208,8442.372832,8323.772512,8180.33968,7684.366048,7396.387168,7462.932832,7605.124864,7707.1,7851.431392,7830.310048,7825.25968,7762.931392,7681.427488,7539.092512,7532.433952,7544.126368,7476.142624,7400.994976,7336.05856,7259.550112,7131.385024,6986.34112,6853.782304,6690.226048,6515.583424,6279.614176,6049.533472,5819.687008,5633.891392,16.6,8.2,12.3,38,0
20141214,5439.022624,5353.423264,5252.43904,5193.2584,5115.543424,5047.53856,5004.623104,4955.386048,4910.832832,4856.743744,4818.955936,4738.042144,4708.404064,4679.088928,4678.192672,4648.782784,4597.986688,4585.571392,4547.612032,4513.266208,4507.24144,4511.142784,4505.642464,4519.484224,4552.275136,4560.757696,4560.512512,4562.63872,4641.312832,4801.774336,4835.710048,4945.863424,5268.914656,5771.602144,5974.314016,6151.683904,6207.216256,6293.022784,6350.950048,6436.156096,6493.6816,6528.928768,6596.58112,6668.454016,6688.216096,6684.76096,6598.24096,6378.071392,5793.750592,5378.096416,5314.132672,5290.197856,5287.211392,5345.403424,5531.544544,5915.62,5985.33904,6031.475296,6056.54128,6051.189088,6064.736416,6082.906048,6128.534176,6197.514976,6245.103424,6337.006048,6385.846528,6409.728448,6359.364544,6348.82144,6141.656896,6077.049088,6144.637696,6191.555296,6195.787168,6177.391552,6138.276256,6104.456896,6047.162944,6008.405824,5964.62176,6003.306208,6025.132192,6014.469568,5995.396096,5986.314016,5931.490912,5871.031072,5765.002624,5665.90096,5518.554976,5337.60016,5175.632512,4987.414336,4798.031872,4648.322464,18.9,9.5,13.7,45,0
